track_title,valence,tempo,danceability,energy,speechiness
"Southern Girl",0.382,97.979,0.562,0.626,0.0244
Robbers,0.381,99.806,0.621,0.692,0.0291
"What Do I Know?",0.895,115.092,0.838,0.492,0.038
"Take My Breath Away",0.505,120.938,0.533,0.9,0.131
"All About You",0.498,74.001,0.766,0.531,0.085
"I Like",0.386,123.965,0.83,0.616,0.0499
Check,0.368,110.953,0.667,0.581,0.323
Shining,0.575,112.001,0.768,0.807,0.106
"Money Made Me Do It",0.372,83.022,0.734,0.429,0.16
"Lighthouse - Andrelli Remix",0.417,96.053,0.595,0.662,0.0362
"Solo Dance",0.36,114.965,0.744,0.836,0.0507
"Sunset Lover",0.251,90.853,0.785,0.525,0.042
"Rockin' That Sh**",0.623,77.961,0.676,0.634,0.0445
"All Eyez (feat. Jeremih) [Bonus Track]",0.353,76.835,0.419,0.655,0.247
Everyday,0.428,130.971,0.635,0.738,0.0519
"U With Me?",0.116,87.629,0.44,0.421,0.154
"Kno One",0.879,149.981,0.763,0.656,0.0823
"Sex With Me",0.39,112.006,0.619,0.539,0.0409
"Where Ya At",0.191,161.997,0.813,0.453,0.338
"Pour It Up",0.365,134.016,0.782,0.495,0.0436
"Loveeeeeee Song",0.494,119.971,0.703,0.601,0.0322
"Madiba Riddim",0.319,105.86,0.834,0.527,0.193
"Still Got Time",0.524,120.963,0.748,0.627,0.0644
Impatient,0.394,89.546,0.802,0.412,0.0478
"Candy Paint",0.434,90.013,0.765,0.688,0.0841
"Reminding Me",0.265,132.858,0.603,0.55,0.0397
"The Cure",0.559,99.977,0.696,0.503,0.0356
"You Don't Know Me - Radio Edit",0.682,124.007,0.876,0.669,0.138
"Everyday We Lit (feat. PnB Rock)",0.589,155.955,0.758,0.646,0.112
"Quit (feat. Ariana Grande)",0.125,84.746,0.365,0.413,0.0507
"Uh Huh",0.549,137.967,0.769,0.657,0.146
"Don't Leave",0.338,122.381,0.657,0.703,0.0753
"From The D To The A (feat. Lil Yachty)",0.668,99.061,0.851,0.625,0.303
"Would You Ever",0.0921,126.047,0.653,0.91,0.0566
"Lonely Together (feat. Rita Ora)",0.272,102.977,0.655,0.666,0.0612
"Cigarette Daydreams",0.273,113.946,0.635,0.675,0.0263
"In Between",0.449,128.092,0.462,0.972,0.138
"New Slang",0.649,130.015,0.669,0.389,0.0306
"Come a Little Closer",0.306,148.027,0.44,0.777,0.0327
Breezeblocks,0.286,150.071,0.616,0.656,0.0344
"Hunger Of The Pine",0.0741,93.618,0.6,0.413,0.0258
"Fake Plastic Trees",0.134,73.552,0.454,0.229,0.0297
"It's Too Late",0.924,109.968,0.851,0.634,0.0338
Lovesong,0.329,116.925,0.69,0.373,0.0284
"Carried Away",0.871,119.995,0.772,0.826,0.0344
Birthday,0.266,197.121,0.39,0.584,0.121
Chainsaw,0.304,85.033,0.599,0.683,0.0406
"Closer to the Sun",0.522,75.246,0.563,0.728,0.0275
"You Da Baddest",0.54,154.023,0.807,0.736,0.151
"Stay Together",0.339,72.015,0.659,0.589,0.0541
Thief,0.206,149.949,0.573,0.807,0.06
Countdown,0.699,167.349,0.665,0.787,0.151
"Crooked Smile",0.482,81.004,0.607,0.784,0.268
"Love Galore",0.409,135.002,0.795,0.594,0.0747
4u,0.813,153.934,0.776,0.513,0.0872
"Borderline - Vanic Remix",0.457,160.007,0.406,0.949,0.114
TEMPTATION,0.78,104.979,0.775,0.707,0.152
Praying,0.319,73.433,0.576,0.39,0.0297
"Mama Said",0.531,84.005,0.748,0.867,0.0536
"Peter Pan",0.527,76.473,0.515,0.6,0.03
"Emperor's New Clothes",0.651,94.481,0.562,0.904,0.0807
"Chasing Pavements",0.327,80.072,0.615,0.472,0.0267
"I'll Show You",0.0789,191.812,0.361,0.608,0.098
Liability,0.345,76.715,0.534,0.218,0.111
FOOLS,0.365,87.436,0.292,0.678,0.0724
"Do It Again",0.962,124.585,0.683,0.551,0.0315
"Don't Worry Baby",0.851,121.242,0.487,0.464,0.03
"Bitch, Don’t Kill My Vibe",0.0985,133.954,0.587,0.698,0.0943
"Money Trees",0.344,71.994,0.716,0.531,0.122
"Backseat Freestyle",0.646,77.878,0.546,0.651,0.3
"Bitch, Don’t Kill My Vibe - Remix",0.123,133.672,0.631,0.791,0.227
"The Blacker The Berry",0.27,176.058,0.553,0.852,0.305
"Forbidden Fruit",0.407,110.029,0.838,0.505,0.383
"The Recipe - Bonus Track",0.507,131.04,0.759,0.782,0.0741
"These Walls",0.373,108.005,0.752,0.489,0.137
"Classic Man - Remix",0.644,94.036,0.851,0.657,0.0559
"This Is Living",0.814,128.018,0.635,0.86,0.0698
"Real Love - Live",0.415,139.998,0.502,0.889,0.0576
"Blue Notes",0.184,141.392,0.515,0.431,0.257
Feel,0.192,119.432,0.497,0.507,0.0585
"Knock Knock",0.509,108.952,0.667,0.922,0.128
Patient,0.552,89.975,0.743,0.662,0.179
"Down In the DM - Remix",0.323,152.961,0.791,0.634,0.0639
"beibs in the trap",0.495,119.054,0.743,0.571,0.145
"Like Me",0.0987,115.994,0.722,0.529,0.109
"That's My Shit",0.216,94.527,0.75,0.327,0.0817
"She Twerkin",0.334,142.009,0.837,0.762,0.0508
"The Other",0.384,179.629,0.38,0.553,0.0653
"Far Alone",0.323,97.998,0.721,0.666,0.0662
"pink skies",0.457,103.989,0.72,0.642,0.0354
Friends,0.0911,107.34,0.422,0.609,0.0335
"Six Feet Under",0.244,140.035,0.772,0.504,0.0761
"Va Va Voom",0.712,126.883,0.642,0.818,0.0331
"Calm Down",0.409,102.315,0.537,0.624,0.325
"I'm Legit",0.543,75.002,0.859,0.746,0.0663
"Fruit Punch",0.749,104.002,0.8,0.586,0.176
Fade,0.288,105.986,0.756,0.766,0.088
ILYSB,0.412,99.989,0.629,0.623,0.0734
"Oh Lord",0.338,120.039,0.737,0.631,0.0473
"No Sense",0.363,133.978,0.643,0.499,0.0308
Nervous,0.722,115.087,0.821,0.517,0.0497
"With Me",0.245,110.011,0.771,0.466,0.0308
"Sunday Candy",0.554,158.063,0.511,0.596,0.224
Partition,0.174,185.571,0.412,0.441,0.291
"The Love Club",0.603,92.027,0.792,0.492,0.0572
"Greek Tragedy",0.452,93.24,0.515,0.869,0.0672
"All My Friends",0.178,95.055,0.689,0.521,0.132
"Like That",0.471,143.937,0.677,0.558,0.201
"R.I.P. 2 My Youth",0.177,94.47,0.353,0.686,0.0534
90210,0.424,89.986,0.82,0.43,0.0356
"Break From Toronto",0.259,117.066,0.596,0.678,0.0335
"Not Nice",0.725,128.06,0.598,0.496,0.0804
Only,0.255,179.196,0.573,0.495,0.592
"Beat Of The Music",0.773,110.001,0.629,0.808,0.0269
LUV,0.252,190.169,0.539,0.528,0.252
"Only One",0.293,118.058,0.664,0.846,0.05
Burn,0.112,82.439,0.179,0.141,0.0325
"Thy Will",0.123,157.742,0.373,0.506,0.0273
"Girls Chase Boys",0.741,85.006,0.603,0.823,0.0356
"Man On Fire",0.489,89.06,0.476,0.478,0.0395
"You Know Me",0.825,138.048,0.519,0.861,0.0404
"Hard Times",0.421,100.386,0.594,0.901,0.136
Aftergold,0.362,94.57,0.602,0.901,0.0854
"Sun Models",0.493,119.995,0.683,0.481,0.0967
"Norf Norf",0.111,100.039,0.915,0.54,0.0661
Truth,0.385,80.489,0.549,0.497,0.0796
"Devil Like Me",0.558,123.082,0.679,0.63,0.158
Together,0.11,96.025,0.604,0.315,0.0247
"Katie Queen Of Tennessee",0.723,127.022,0.56,0.913,0.0308
"All Night Long (All Night) - Single Version",0.78,108.81,0.739,0.576,0.0472
Solo,0.246,124.027,0.444,0.287,0.0375
Blow,0.612,101.973,0.668,0.534,0.033
"Smoke Break (feat. Future)",0.283,124.942,0.705,0.453,0.196
America,0.244,139.972,0.318,0.502,0.0332
Yesterday,0.473,173.661,0.464,0.539,0.394
"GLOWED UP",0.4,135.281,0.693,0.617,0.306
"Friends (feat. Bon Iver)",0.627,144.855,0.457,0.477,0.102
"Pink + White",0.554,159.738,0.544,0.552,0.0991
"I Need A Forest Fire",0.0385,128.859,0.38,0.301,0.0413
"Golden Days",0.65,153.245,0.389,0.696,0.0402
"So What",0.451,126.011,0.535,0.888,0.0446
"Independent Women, Pt. 1 - Pasadena Remix",0.936,97.535,0.521,0.552,0.327
"Best Thing I Never Had",0.297,99.099,0.545,0.649,0.0324
Brave,0.758,185.063,0.551,0.836,0.0524
"Got It",0.561,81.982,0.82,0.446,0.0532
"Bad Intentions",0.182,123.931,0.618,0.668,0.0603
"Love Drunk",0.412,150.005,0.44,0.976,0.141
"One Time",0.514,159.827,0.831,0.233,0.439
Girls,0.9,139.581,0.937,0.723,0.0567
"The Zone",0.254,139.886,0.619,0.521,0.0744
"Fall For Your Type",0.193,136.866,0.593,0.393,0.0827
Float,0.394,112.961,0.615,0.417,0.0368
"Remember You - feat. The Weeknd",0.777,127.943,0.726,0.775,0.269
"There Goes My Baby",0.257,77.468,0.626,0.52,0.0892
"High For This",0.0687,74.95,0.465,0.403,0.0755
"Out Of My Mind (feat. Nicki Minaj) - feat. Nicki Minaj",0.801,131.969,0.645,0.715,0.172
"WTF (Where They From) [feat. Pharrell Williams]",0.556,119.941,0.932,0.819,0.203
"Devil (feat. Busta Rhymes, B.o.B & Neon Hitch)",0.335,144.893,0.613,0.765,0.0568
Re:Stacks,0.301,125.023,0.679,0.0798,0.0398
"Pass Dat",0.23,127.979,0.888,0.516,0.0997
"Catch Me (feat. Naaz)",0.585,144.933,0.56,0.916,0.0661
"Every Other Freckle",0.515,143.915,0.543,0.707,0.07
"When You Love Someone",0.339,125.863,0.68,0.446,0.0281
"Latch - Acoustic",0.239,96.17,0.372,0.247,0.0273
Desperado,0.323,94.384,0.685,0.61,0.0439
"Cold Little Heart - Radio Edit",0.681,110.256,0.638,0.574,0.0263
"Dissolve Me",0.12,107.947,0.575,0.603,0.0376
Superman,0.894,194.838,0.429,0.937,0.0573
"IV. sweatpants",0.615,79.991,0.644,0.469,0.238
Bonfire,0.275,161.59,0.508,0.763,0.303
Apparently,0.534,133.982,0.801,0.543,0.091
"Red Nose",0.761,97.513,0.859,0.46,0.123
"How Low",0.418,143.96,0.784,0.498,0.0533
Freek-A-Leek,0.632,104.999,0.756,0.691,0.178
"The Christmas Song (Chestnuts Roasting On An Open Fire)",0.201,206.454,0.251,0.445,0.0421
"Drummer Boy",0.479,122.99,0.751,0.848,0.0823
"Rudolph the Red-Nosed Reindeer",0.644,142.11,0.632,0.159,0.0492
"Rockin' Around The Christmas Tree - Single Version",0.849,140.057,0.703,0.407,0.0504
"O Holy Night",0.0774,155.708,0.352,0.337,0.0293
"Let It Snow",0.865,136.04,0.688,0.725,0.0425
"Jingle Bells",0.887,133.936,0.725,0.774,0.0362
"Holly Jolly Christmas",0.74,170.042,0.48,0.926,0.055
"The First Noel",0.237,80.584,0.373,0.255,0.029
"I'll Be Home For Christmas",0.211,113.465,0.414,0.328,0.0309
"O Come, O Come Emmanuel",0.177,112.946,0.251,0.411,0.0369
"God Rest Ye Merry Gentlemen",0.461,112.001,0.449,0.725,0.0345
"What Child Is This",0.107,117.646,0.441,0.109,0.0439
"Gucci Gang",0.699,119.889,0.936,0.523,0.0597
"It's the Most Wonderful Time of the Year",0.776,202.082,0.24,0.598,0.037
"Feliz Navidad",0.963,148.749,0.485,0.857,0.0442
Overture,0.24,133.648,0.325,0.0734,0.0406
"Carol of the Bells",0.555,171.857,0.474,0.604,0.0374
"I'll Be Home for Christmas",0.104,80.755,0.163,0.183,0.0344
"Baby, It's Cold Outside",0.537,130.036,0.469,0.196,0.0571
"Frosty The Snowman",0.854,159.574,0.523,0.333,0.0854
"Santa Tell Me",0.527,132.96,0.464,0.63,0.182
"A Holly Jolly Christmas - Single Version",0.862,140.352,0.674,0.37,0.0309
"I Don't Mind",0.457,112.974,0.87,0.464,0.178
"My Name Is",0.839,85.497,0.833,0.681,0.356
"All of Me (Tiësto's Birthday Treatment Remix) - Radio Edit",0.179,127.986,0.606,0.72,0.0283
"We Belong Together",0.778,139.975,0.838,0.469,0.0835
"Dear Mama",0.31,84.124,0.773,0.542,0.126
"Sing For The Moment",0.162,164.052,0.664,0.81,0.0983
"Like Toy Soldiers",0.398,79.178,0.52,0.768,0.359
Mockingbird,0.208,83.976,0.592,0.678,0.248
Regulate,0.74,95.265,0.845,0.51,0.224
"Tuesday (feat. Drake)",0.472,140.163,0.77,0.664,0.211
Vuelve,0.938,174.089,0.655,0.69,0.0383
"Si Tú No Estás",0.523,179.923,0.599,0.836,0.0829
"La Bicicleta",0.953,179.935,0.736,0.964,0.129
"Otra Vez (feat. J Balvin)",0.704,96.016,0.832,0.772,0.1
"Reggaetón Lento (Bailemos)",0.71,93.974,0.761,0.838,0.0502
"Me Rehúso",0.426,104.823,0.744,0.804,0.0677
"White Blank Page",0.299,113.165,0.324,0.398,0.0352
"The Boxer",0.311,98.332,0.451,0.383,0.0328
"Crave You - Adventure Club Remix",0.0839,140.029,0.634,0.692,0.0997
"Habits (Stay High) - Hippie Sabotage Remix",0.0656,121.011,0.735,0.686,0.0366
"Sweet Nothing",0.582,127.934,0.573,0.929,0.109
"V. 3005",0.643,165.969,0.472,0.457,0.336
Sparks,0.793,122.013,0.847,0.882,0.0551
"Anything Could Happen",0.382,102.997,0.702,0.781,0.03
"Do What U Want",0.567,97.476,0.797,0.821,0.0692
Bitch,0.461,120.023,0.821,0.492,0.0365
"Prayer in C - Robin Schulz Radio Edit",0.78,123.002,0.76,0.886,0.0258
"Can't Remember to Forget You",0.824,137.968,0.694,0.81,0.0661
Crash,0.917,126.224,0.789,0.933,0.0425
"Blah Blah Blah",0.534,120.003,0.752,0.832,0.0971
"La La La",0.587,128.028,0.606,0.819,0.128
"No Broken Hearts (feat. Nicki Minaj)",0.675,122.094,0.704,0.722,0.045
Forbes,0.501,113.99,0.747,0.782,0.283
"Tied Up",0.371,94.939,0.6,0.721,0.212
Layla,0.316,114.11,0.584,0.624,0.0416
"To Ü (feat. AlunaGeorge)",0.348,160.165,0.485,0.928,0.445
"Dat $tick",0.168,108.039,0.923,0.508,0.0468
"Come & Get It",0.542,148.985,0.349,0.795,0.0758
"Be Alright",0.641,108.768,0.813,0.468,0.0739
"Last Nite",0.767,104.042,0.624,0.91,0.0297
"The Way",0.83,82.518,0.644,0.879,0.147
"HyperParadise - Flume Remix",0.311,144.992,0.603,0.827,0.0714
"I Like Tuh",0.561,174.862,0.611,0.543,0.0672
"Slow Down",0.209,95.888,0.569,0.688,0.0488
"Who Am I",0.203,140.319,0.542,0.186,0.0401
Amen,0.545,72.992,0.695,0.338,0.0328
Boondocks,0.695,88.016,0.41,0.78,0.0332
Remedy,0.298,93.015,0.612,0.735,0.038
"Think of You",0.567,111.959,0.616,0.893,0.0375
"As She's Walking Away (feat. Alan Jackson)",0.374,183.91,0.553,0.619,0.0308
"No Hurry",0.407,146.018,0.564,0.531,0.0287
"Goodbye In Her Eyes",0.376,81.271,0.4,0.558,0.038
"I Run to You",0.378,113.963,0.656,0.786,0.034
H.O.L.Y.,0.54,78.003,0.525,0.685,0.0351
"God, Your Mama, And Me",0.725,168.032,0.439,0.802,0.054
Confession,0.48,104.986,0.556,0.873,0.0348
"Blame It",0.362,176.052,0.673,0.614,0.103
Party,0.316,142.096,0.762,0.576,0.0829
"The Race",0.481,80.012,0.788,0.556,0.345
Magnolia,0.438,162.99,0.791,0.581,0.286
"Spend It",0.0903,139.988,0.829,0.641,0.0552
"Rake It Up",0.53,149.953,0.91,0.444,0.344
"To the Max",0.72,159.869,0.461,0.812,0.241
"No Games",0.806,185.779,0.741,0.79,0.284
"Doin' it Right",0.19,178.061,0.804,0.451,0.0949
"Give Life Back to Music",0.696,119.037,0.788,0.616,0.0337
Helpless,0.737,79.011,0.688,0.491,0.269
Satisfied,0.481,123.774,0.706,0.593,0.0902
Blackout,0.453,99.727,0.587,0.667,0.0497
"Seasons Of Love - From The Motion Picture RENT",0.442,178.192,0.44,0.573,0.0365
"On My Own",0.215,75.35,0.396,0.112,0.0597
"One Jump Ahead",0.87,120.627,0.768,0.577,0.323
"Two Worlds",0.382,110.053,0.658,0.701,0.0835
"You'll Be In My Heart",0.29,103.103,0.412,0.141,0.0373
"Strangers Like Me",0.557,119.841,0.672,0.804,0.0406
"Go the Distance - From ""Hercules""/Soundtrack",0.172,86.614,0.218,0.124,0.0326
"The Gospel Truth I / Main Titles - Hercules",0.518,157.998,0.472,0.579,0.15
"The General",0.686,91.09,0.541,0.675,0.192
"Brick House",0.577,107.928,0.845,0.783,0.0666
"Funkytown - Single Version",0.36,122.435,0.915,0.657,0.0514
"Dancing Queen",0.754,100.804,0.543,0.87,0.0428
"Wild World",0.554,151.867,0.484,0.508,0.0364
"Dust in the Wind",0.387,93.503,0.475,0.322,0.0283
"The Sounds of Silence - Acoustic Version",0.328,106.761,0.525,0.216,0.0301
"You're So Vain",0.647,106.186,0.659,0.678,0.0313
"Crazy On You",0.383,129.878,0.427,0.459,0.0332
"American Girl",0.777,114.512,0.55,0.824,0.0334
"Born to Run",0.606,146.347,0.27,0.944,0.0975
"Only the Good Die Young",0.761,76.214,0.579,0.872,0.159
"Miss You - Remastered",0.964,109.989,0.871,0.521,0.0305
"Behind Blue Eyes",0.263,128.556,0.41,0.53,0.0342
"Layla - 40th Anniversary Version / 2010 Remastered",0.498,115.672,0.404,0.903,0.0668
"Sister Golden Hair",0.716,134.753,0.441,0.547,0.0337
"Time Of The Season (Mono Version)",0.695,117.111,0.537,0.7,0.0366
"Midnight Train to Georgia",0.467,91.879,0.576,0.475,0.0385
"Me and Bobby McGee",0.658,93.19,0.453,0.464,0.0431
"Tin Man",0.655,172.02,0.646,0.531,0.0671
"Paint It Black",0.569,158.81,0.482,0.8,0.0916
"White Wedding - Pt. 1",0.728,147.193,0.673,0.814,0.0367
Centerfold,0.888,114.37,0.653,0.677,0.0396
"The Weight - 2000 - Remaster",0.502,143.942,0.63,0.519,0.0528
"Bad To The Bone",0.954,149.229,0.459,0.727,0.0303
"In The Air Tonight - 2015 Remastered",0.298,189.507,0.446,0.239,0.0316
"Love Me Like You Do - From ""Fifty Shades Of Grey""",0.275,189.857,0.262,0.606,0.0484
"Ain't No Sunshine",0.514,79.593,0.479,0.416,0.124
Unfaithful,0.349,144.053,0.588,0.391,0.0334
"Rude Boy",0.773,150.257,0.717,0.427,0.106
"Night Changes",0.37,120.001,0.672,0.52,0.0353
"Ocean Drive",0.566,115.048,0.689,0.711,0.0455
"Keep The Family Close",0.199,128.584,0.4,0.574,0.0494
"Eenie Meenie",0.786,121.225,0.717,0.618,0.0325
"7 Things",0.591,107.033,0.599,0.893,0.0376
"Take It Off",0.777,125.042,0.725,0.672,0.0283
"Hot N Cold",0.861,132.032,0.706,0.841,0.0418
"Waka Waka (This Time for Africa) (The Official 2010 FIFA World Cup (TM) Song)",0.743,126.988,0.766,0.873,0.143
"Gotta Have It",0.302,149.794,0.735,0.559,0.284
"All Your Fault",0.545,100.041,0.813,0.737,0.22
"All Day",0.412,122.967,0.855,0.638,0.143
3500,0.338,123.968,0.773,0.595,0.161
"Yamborghini High",0.635,137.767,0.838,0.765,0.28
"Facts (Charlie Heat Version)",0.401,142.074,0.769,0.648,0.177
Yonkers,0.738,79.103,0.712,0.759,0.334
"I'll Be Missing You (feat. Faith Evans & 112)",0.901,109.92,0.833,0.619,0.0538
"Don't You Want Me - 2002 - Remaster",0.958,117.656,0.731,0.738,0.0377
"Earth Angel",0.519,72.767,0.541,0.199,0.0286
"Unchained Melody",0.266,98.742,0.367,0.215,0.0288
"Working for the Weekend",0.774,146.911,0.515,0.766,0.0343
"Return Of The Mack - C & J Street Mix",0.612,95.487,0.715,0.833,0.108
"Every Breath You Take - Remastered 2003",0.74,117.401,0.82,0.452,0.0348
"99 Luftballons",0.58,96.639,0.636,0.467,0.0421
"Maneater - Remastered",0.812,88.75,0.727,0.685,0.0398
"All Out of Love",0.357,108.381,0.512,0.262,0.0276
Faithfully,0.252,85.04,0.202,0.644,0.0324
"Karma Chameleon - 2002 - Remaster",0.894,92.049,0.668,0.73,0.0366
"Bust A Move",0.743,116.972,0.946,0.772,0.121
"Nothing's Gonna Stop Us Now",0.534,95.988,0.643,0.801,0.0228
"Everybody Wants To Rule The World",0.552,112.053,0.637,0.811,0.0583
"I Ran",0.691,145.424,0.537,0.815,0.0348
"Wonderful Christmastime - Remastered 2011 / Edited Version",0.771,94.736,0.774,0.511,0.0319
"(I Just) Died in Your Arms",0.507,124.945,0.625,0.726,0.0444
"No One's Gonna Love You",0.857,100.619,0.756,0.497,0.0342
"Be My Baby",0.818,129.657,0.511,0.769,0.042
"Message In A Bottle - Remastered 2003",0.869,151.008,0.577,0.808,0.039
"Human Nature",0.685,93.059,0.624,0.512,0.0297
"The Promise",0.358,118.01,0.629,0.876,0.0444
"Holding Out for a Hero",0.883,150.058,0.612,0.675,0.0398
"In My Life - Remastered",0.435,103.239,0.688,0.435,0.0323
"We Belong",0.305,135.154,0.706,0.322,0.0467
"True Colors",0.262,171.63,0.386,0.145,0.0362
"Happy Together",0.588,120.175,0.584,0.367,0.0328
Gypsy,0.847,130.879,0.622,0.54,0.0261
"Tainted Love",0.623,144.435,0.501,0.5,0.0378
"Come Around",0.731,153.448,0.496,0.786,0.318
"Watch Out For This (Bumaye) [feat. Busy Signal, The Flexican & FS Green] - feat. Busy Signal, The Flexican & FS Green",0.862,108.056,0.828,0.755,0.156
"Trini Dem Girls",0.312,109.96,0.831,0.751,0.233
"Money On My Mind",0.733,133.696,0.678,0.847,0.169
"I Got U",0.42,120.82,0.653,0.756,0.0366
"Breathe Me",0.212,120.012,0.552,0.643,0.0327
Youth,0.371,146.526,0.402,0.539,0.043
"Happy Song",0.276,171.931,0.296,0.912,0.0645
"King For A Day",0.422,112.349,0.405,0.966,0.0937
Savior,0.526,112.447,0.549,0.93,0.0487
"Prayer Of The Refugee",0.351,195.795,0.198,0.977,0.173
"Welcome to the Black Parade",0.236,96.95,0.217,0.905,0.0752
Teenagers,0.856,111.647,0.463,0.857,0.0632
"Helena (So Long & Goodnight)",0.0857,125.921,0.356,0.96,0.104
"Famous Last Words",0.309,122.252,0.467,0.883,0.106
"Na Na Na [Na Na Na Na Na Na Na Na Na]",0.649,165.981,0.411,0.986,0.0583
"I'm Not Okay (I Promise)",0.255,179.722,0.21,0.94,0.123
Speechless,0.162,136.117,0.434,0.881,0.054
"Cute Without The 'E' (Cut From The Team)",0.534,93.948,0.361,0.868,0.0483
MakeDamnSure,0.432,140.495,0.553,0.837,0.0452
"Do I Wanna Know?",0.432,85.014,0.55,0.537,0.0325
Circles,0.379,81.008,0.504,0.975,0.0979
Paralyzed,0.754,132.007,0.572,0.914,0.0537
Wasteland,0.538,99.017,0.614,0.89,0.0454
"There for You",0.13,105.969,0.611,0.644,0.0553
"Crying in the Club",0.603,85.227,0.334,0.617,0.383
"Can I Be Him",0.479,107.969,0.696,0.543,0.0489
"Temporary Love",0.329,102.971,0.714,0.555,0.0459
"Memories (feat. Kid Cudi) - feat. Kid Cudi",0.372,129.99,0.547,0.92,0.26
"Ima Boss - feat. Rick Ross",0.331,79.092,0.37,0.87,0.271
"Fashion Killa",0.81,139.972,0.802,0.82,0.154
"You See Me",0.657,69.765,0.677,0.806,0.507
"Double Vision",0.629,120.041,0.581,0.888,0.0587
"You And Your Friends (feat. Snoop Dogg & Ty Dolla $ign)",0.523,96.987,0.783,0.662,0.0415
"Work B**ch",0.852,128.01,0.629,0.824,0.159
"Beamer, Benz, Or Bentley - feat. Juelz Santana",0.518,159.963,0.652,0.671,0.315
"I Don't Get Tired (#IDGT) [feat. August Alsina]",0.288,139.953,0.492,0.698,0.171
"Man Of The Year",0.371,111.914,0.749,0.865,0.0413
"The Only Difference Between Martyrdom and Suicide is Press Coverage",0.696,170.068,0.517,0.93,0.216
"Dirty Laundry",0.177,93.969,0.56,0.751,0.0364
"Life Of The Party",0.236,101.994,0.553,0.83,0.038
"This Ain't A Scene, It's An Arms Race",0.408,199.935,0.435,0.887,0.0636
"Ironic - 2015 Remastered",0.365,114.926,0.408,0.582,0.0508
"Fast Car",0.194,103.951,0.711,0.292,0.037
"Summer Of '69",0.752,138.894,0.51,0.713,0.036
"Ring of Fire - Mono Version",0.784,104.111,0.659,0.585,0.0288
"The Devil Went Down to Georgia",0.917,134.127,0.523,0.626,0.0523
"The Gambler",0.86,87.038,0.671,0.501,0.0594
"Life's Been Good",0.542,99.31,0.505,0.476,0.0711
ABC,0.952,188.115,0.572,0.786,0.0642
"Mrs. Robinson",0.813,92.033,0.606,0.457,0.0497
"Rocky Mountain High - Remastered",0.724,81.396,0.455,0.437,0.0278
"Song of the South",0.669,162.158,0.486,0.633,0.0365
"Feel Like Makin' Love - 2015 Remastered Version",0.746,85.126,0.543,0.529,0.0301
"Life In The Fast Lane - Remastered",0.883,109.535,0.667,0.755,0.069
"Down On The Corner",0.874,108.217,0.858,0.544,0.0751
"Up Around The Bend",0.813,130.318,0.589,0.85,0.0343
"The Joker",0.794,165.158,0.424,0.446,0.0525
"Rocket Man (I Think It's Going To Be A Long Long Time)",0.341,136.571,0.601,0.532,0.0286
"Stand By Me",0.605,118.068,0.65,0.306,0.0393
"Peek A Boo",0.298,127.055,0.957,0.588,0.295
"Timeless (DJ SPINKING)",0.325,180.122,0.569,0.761,0.475
